term,pattern,year,total_count,n_reports,total_words,total_instruments,per_10000_words,count_per_report,count_per_instrument
recruitment,\brecruitment\b,1993,118,3,30649,,38.50044047114098,39.333333333333336,
recruitment,\brecruitment\b,1994,154,10,113388,,13.581684128831975,15.4,
recruitment,\brecruitment\b,1995,70,5,65389,,10.705164477205647,14.0,
recruitment,\brecruitment\b,1996,29,2,19869,,14.595601187779959,14.5,
recruitment,\brecruitment\b,1997,106,8,64189,,16.513732882581127,13.25,
recruitment,\brecruitment\b,1998,48,2,20226,,23.73183031741323,24.0,
recruitment,\brecruitment\b,1999,35,2,25571,,13.687380235422939,17.5,
recruitment,\brecruitment\b,2000,127,3,32743,,38.78691628745075,42.333333333333336,
recruitment,\brecruitment\b,2001,88,3,14892,,59.092130002686005,29.333333333333332,
recruitment,\brecruitment\b,2002,97,5,21041,,46.10047050995676,19.4,
recruitment,\brecruitment\b,2003,87,4,18677,,46.58135674894255,21.75,
recruitment,\brecruitment\b,2004,36,2,16456,,21.876519202722413,18.0,
recruitment,\brecruitment\b,2005,66,8,51005,,12.939907852171356,8.25,
recruitment,\brecruitment\b,2006,44,4,17973,,24.481166193735046,11.0,
recruitment,\brecruitment\b,2007,23,4,24544,,9.370925684485007,5.75,
recruitment,\brecruitment\b,2008,86,7,51245,,16.782125085374183,12.285714285714286,
recruitment,\brecruitment\b,2009,8,2,11324,,7.064641469445426,4.0,
recruitment,\brecruitment\b,2010,85,12,49393,,17.208916243192355,7.083333333333333,
recruitment,\brecruitment\b,2011,69,7,35581,,19.392372333548806,9.857142857142858,
recruitment,\brecruitment\b,2012,59,6,27301,,21.61093000256401,9.833333333333334,
recruitment,\brecruitment\b,2013,39,9,47755,,8.166684116846403,4.333333333333333,
recruitment,\brecruitment\b,2014,84,5,29467,,28.50646485899481,16.8,
recruitment,\brecruitment\b,2015,218,8,44178,,49.345828240300605,27.25,
recruitment,\brecruitment\b,2016,98,7,67043,,14.617484301120177,14.0,
recruitment,\brecruitment\b,2017,31,8,42089,,7.3653448644538955,3.875,
recruitment,\brecruitment\b,2018,106,12,96175,,11.021575253444244,8.833333333333334,
recruitment,\brecruitment\b,2019,113,7,53632,,21.069510739856803,16.142857142857142,
recruitment,\brecruitment\b,2020,86,7,43400,,19.81566820276498,12.285714285714286,
recruitment,\brecruitment\b,2021,41,7,34659,,11.82953922502092,5.857142857142857,
recruitment,\brecruitment\b,2022,64,11,68448,,9.350163627863488,5.818181818181818,
recruitment,\brecruitment\b,2023,79,12,77744,,10.161555875694587,6.583333333333333,
