variant,model_type,topic,rank,keyword,weight
documented_clean_final,NMF_FALLBACK,14,10,consumer protection,0.14607179535597936
documented_clean_final,NMF_FALLBACK,14,11,packaged,0.13364607373788215
documented_clean_final,NMF_FALLBACK,14,12,vegetable oil,0.1336335317397927
documented_clean_final,NMF_FALLBACK,14,13,distribution food,0.12704542323767706
documented_clean_final,NMF_FALLBACK,14,14,protection,0.12467068083052388
documented_clean_final,NMF_FALLBACK,14,15,commodities rules,0.11945797834067096
documented_clean_final,NMF_FALLBACK,14,16,packaged commodities,0.11775313325667315
documented_clean_final,NMF_FALLBACK,14,17,oil products,0.11684385221332168
documented_clean_final,NMF_FALLBACK,14,18,gsr,0.11282717236248706
documented_clean_final,NMF_FALLBACK,14,19,edible,0.10980562977294932
documented_clean_final,NMF_FALLBACK,14,20,public,0.10089069773531434
documented_clean_final,NMF_FALLBACK,15,1,ombudsman,0.8134935130689082
documented_clean_final,NMF_FALLBACK,15,2,insurance ombudsman,0.6624014303034299
documented_clean_final,NMF_FALLBACK,15,3,insurance,0.4075293526872253
documented_clean_final,NMF_FALLBACK,15,4,ombudsman rules,0.3377410508420497
documented_clean_final,NMF_FALLBACK,15,5,insurers,0.18088843823748726
documented_clean_final,NMF_FALLBACK,15,6,ecoi,0.08549965710492421
documented_clean_final,NMF_FALLBACK,15,7,complaints,0.0826695020924138
documented_clean_final,NMF_FALLBACK,15,8,xx,0.07931499565648129
documented_clean_final,NMF_FALLBACK,15,9,xx xx,0.06812117150073747
documented_clean_final,NMF_FALLBACK,15,10,financial services,0.06174924025078904
documented_clean_final,NMF_FALLBACK,15,11,council insurers,0.060030059918782096
documented_clean_final,NMF_FALLBACK,15,12,experience insurance,0.05861086739289968
documented_clean_final,NMF_FALLBACK,15,13,4th 17th,0.05716320128406502
documented_clean_final,NMF_FALLBACK,15,14,selection criteria,0.05588833979986211
documented_clean_final,NMF_FALLBACK,15,15,executive council,0.055575798772738036
documented_clean_final,NMF_FALLBACK,15,16,finance financial,0.05530780103374264
documented_clean_final,NMF_FALLBACK,15,17,rule insurance,0.0546184200807922
documented_clean_final,NMF_FALLBACK,15,18,policy holders,0.051442158760154726
documented_clean_final,NMF_FALLBACK,15,19,council,0.0510186111226856
documented_clean_final,NMF_FALLBACK,15,20,insurance industry,0.04859169752753573
documented_clean_final,NMF_FALLBACK,16,1,gsr,0.24711118412341554
documented_clean_final,NMF_FALLBACK,16,2,delay,0.2426349986985884
documented_clean_final,NMF_FALLBACK,16,3,final,0.1836900046818179
documented_clean_final,NMF_FALLBACK,16,4,chairman,0.18223099196434522
documented_clean_final,NMF_FALLBACK,16,5,notification,0.18019500883006734
documented_clean_final,NMF_FALLBACK,16,6,publication,0.16648081127800138
documented_clean_final,NMF_FALLBACK,16,7,rules gsr,0.14987425538694654
documented_clean_final,NMF_FALLBACK,16,8,objections,0.14693349894028374
documented_clean_final,NMF_FALLBACK,16,9,months,0.14375491425057277
documented_clean_final,NMF_FALLBACK,16,10,objections suggestions,0.14339710008908121
documented_clean_final,NMF_FALLBACK,16,11,karunakaran,0.14223083019686855
documented_clean_final,NMF_FALLBACK,16,12,xx,0.1413460217143442
documented_clean_final,NMF_FALLBACK,16,13,natural gas,0.14126798607916835
documented_clean_final,NMF_FALLBACK,16,14,draft,0.13806562797902933
documented_clean_final,NMF_FALLBACK,16,15,gas,0.13742678378867057
documented_clean_final,NMF_FALLBACK,16,16,final rules,0.13276885356503054
documented_clean_final,NMF_FALLBACK,16,17,karunakaran chairman,0.12933695605943749
documented_clean_final,NMF_FALLBACK,16,18,drugs,0.12920007590191573
documented_clean_final,NMF_FALLBACK,16,19,suggestions,0.12498553976362846
documented_clean_final,NMF_FALLBACK,16,20,draft rules,0.12245864892918136
documented_clean_final,NMF_FALLBACK,17,1,waste,0.8162401320324822
documented_clean_final,NMF_FALLBACK,17,2,waste management,0.2399132451876709
documented_clean_final,NMF_FALLBACK,17,3,recycling,0.200308246251989
documented_clean_final,NMF_FALLBACK,17,4,management,0.18158723574735963
