variant,model_type,topic,rank,keyword,weight
keep_short_remove_years,NMF_FALLBACK,8,12,months,0.13036633347811122
keep_short_remove_years,NMF_FALLBACK,8,13,published,0.13025648685077834
keep_short_remove_years,NMF_FALLBACK,8,14,chairman,0.12849812748847517
keep_short_remove_years,NMF_FALLBACK,8,15,laying,0.12657046574472597
keep_short_remove_years,NMF_FALLBACK,8,16,rules gsr,0.12644253587859478
keep_short_remove_years,NMF_FALLBACK,8,17,gazette,0.12191945389736651
keep_short_remove_years,NMF_FALLBACK,8,18,cosmetics,0.11908690584117379
keep_short_remove_years,NMF_FALLBACK,8,19,draft,0.1173219130686376
keep_short_remove_years,NMF_FALLBACK,8,20,xx xx,0.11314724181653275
keep_short_remove_years,NMF_FALLBACK,9,1,recruitment,0.5226950703904222
keep_short_remove_years,NMF_FALLBACK,9,2,recruitment rules,0.3873768425003029
keep_short_remove_years,NMF_FALLBACK,9,3,probation,0.3268170815966479
keep_short_remove_years,NMF_FALLBACK,9,4,direct recruits,0.3125281968158859
keep_short_remove_years,NMF_FALLBACK,9,5,promotees,0.31177453501167546
keep_short_remove_years,NMF_FALLBACK,9,6,recruits,0.30493789878115124
keep_short_remove_years,NMF_FALLBACK,9,7,gsr,0.29962068766688255
keep_short_remove_years,NMF_FALLBACK,9,8,group,0.2662063773665628
keep_short_remove_years,NMF_FALLBACK,9,9,contract,0.2579259359805912
keep_short_remove_years,NMF_FALLBACK,9,10,direct,0.24044166497687888
keep_short_remove_years,NMF_FALLBACK,9,11,years,0.2292720653030184
keep_short_remove_years,NMF_FALLBACK,9,12,engineers,0.22851702559776693
keep_short_remove_years,NMF_FALLBACK,9,13,age,0.2137455911817965
keep_short_remove_years,NMF_FALLBACK,9,14,contract engineers,0.20705591422140468
keep_short_remove_years,NMF_FALLBACK,9,15,prasar,0.19815423485326894
keep_short_remove_years,NMF_FALLBACK,9,16,rules gsr,0.19434945456226246
keep_short_remove_years,NMF_FALLBACK,9,17,prasar bharati,0.1895182559655473
keep_short_remove_years,NMF_FALLBACK,9,18,probation period,0.18743564060615694
keep_short_remove_years,NMF_FALLBACK,9,19,notification,0.18701067638114116
keep_short_remove_years,NMF_FALLBACK,9,20,posts,0.18636559569612915
keep_short_remove_years,NMF_FALLBACK,10,1,pension,0.7897514113026718
keep_short_remove_years,NMF_FALLBACK,10,2,rbi,0.7540495687585194
keep_short_remove_years,NMF_FALLBACK,10,3,pension scheme,0.37675258186913274
keep_short_remove_years,NMF_FALLBACK,10,4,employees,0.27536262232682107
keep_short_remove_years,NMF_FALLBACK,10,5,scheme,0.274046709323211
keep_short_remove_years,NMF_FALLBACK,10,6,cpf,0.2401684364160932
keep_short_remove_years,NMF_FALLBACK,10,7,option,0.19597135161510681
keep_short_remove_years,NMF_FALLBACK,10,8,rbi act,0.16538403849903294
keep_short_remove_years,NMF_FALLBACK,10,9,rbi pension,0.16484025448336923
keep_short_remove_years,NMF_FALLBACK,10,10,salary,0.15736317805310782
keep_short_remove_years,NMF_FALLBACK,10,11,average,0.1495033442757912
keep_short_remove_years,NMF_FALLBACK,10,12,employees pension,0.13543565690050582
keep_short_remove_years,NMF_FALLBACK,10,13,average salary,0.13068176210376034
keep_short_remove_years,NMF_FALLBACK,10,14,pension regulations,0.12489577224766449
keep_short_remove_years,NMF_FALLBACK,10,15,60 months,0.12293981521504364
keep_short_remove_years,NMF_FALLBACK,10,16,bank,0.11380396501107369
keep_short_remove_years,NMF_FALLBACK,10,17,months average,0.11276675416592943
keep_short_remove_years,NMF_FALLBACK,10,18,wage,0.11226444361768384
keep_short_remove_years,NMF_FALLBACK,10,19,fund,0.11113494566546722
